code,name,title,year,filepath,status
000725,京东方A,京东方Ａ：京东方(BOE）2025年可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\000725_京东方A_2026.pdf,success
601398,工商银行,工商银行：工商银行2025可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\601398_工商银行_2026.pdf,success
601288,农业银行,农业银行：农业银行2025年度可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\601288_农业银行_2026.pdf,success
601939,建设银行,建设银行：建设银行2025年度可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\601939_建设银行_2026.pdf,success
601857,中国石油,中国石油：可持续发展报告,2018,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\601857_中国石油_2018.pdf,success
600028,中国石化,中国石化：中国石化2025年可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\600028_中国石化_2026.pdf,success
601088,中国神华,中国神华：中国神华2024年度环境、社会及管治报告,2025,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\601088_中国神华_2025.pdf,success
601728,中国电信,中国电信：中国电信股份有限公司2025年可持续发展（ESG）报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\601728_中国电信_2026.pdf,success
600941,中国移动,中国移动：中国移动：2025年度可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\600941_中国移动_2026.pdf,success
601628,中国人寿,中国人寿：中国人寿2025年环境、社会和治理（ESG）暨社会责任报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\601628_中国人寿_2026.pdf,success
600585,海螺水泥,海螺水泥：2025年度环境、社会及管治报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\600585_海螺水泥_2026.pdf,success
600309,万华化学,万华化学：万华化学2025年度环境、社会和公司治理(ESG)报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\600309_万华化学_2026.pdf,success
000002,万科A,万科A：2025年度可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\000002_万科A_2026.pdf,success
001979,招商蛇口,招商蛇口：招商蛇口2025年可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\001979_招商蛇口_2026.pdf,success
